region_type,location_name,cbsa_code,year_month,delinq_stats_30_89
State,North Dakota,38',2015-09,0.01
State,Ohio,39',2015-09,0.03
State,Oklahoma,40',2015-09,0.03
State,Oregon,41',2015-09,0.01
State,Pennsylvania,42',2015-09,0.03
State,Rhode Island,44',2015-09,0.02
State,South Carolina,45',2015-09,0.03
State,South Dakota,46',2015-09,0.02
State,Tennessee,47',2015-09,0.03
State,Texas,48',2015-09,0.03
State,Utah,49',2015-09,0.02
State,Vermont,50',2015-09,0.02
State,Virginia,51',2015-09,0.02
State,Washington,53',2015-09,0.01
State,West Virginia,54',2015-09,0.03
State,Wisconsin,55',2015-09,0.01
State,Wyoming,56',2015-09,0.03
National,United States,-----,2015-10,0.02
State,Alabama,01',2015-10,0.04
State,Alaska,02',2015-10,0.01
State,Arizona,04',2015-10,0.02
State,Arkansas,05',2015-10,0.03
State,California,06',2015-10,0.02
State,Colorado,08',2015-10,0.01
State,Connecticut,09',2015-10,0.03
State,Delaware,10',2015-10,0.03
State,District of Columbia,11',2015-10,0.02
State,Florida,12',2015-10,0.02
State,Georgia,13',2015-10,0.03
State,Hawaii,15',2015-10,0.01
State,Idaho,16',2015-10,0.02
State,Illinois,17',2015-10,0.02
State,Indiana,18',2015-10,0.03
State,Iowa,19',2015-10,0.02
State,Kansas,20',2015-10,0.02
State,Kentucky,21',2015-10,0.03
State,Louisiana,22',2015-10,0.04
State,Maine,23',2015-10,0.03
State,Maryland,24',2015-10,0.03
State,Massachusetts,25',2015-10,0.02
State,Michigan,26',2015-10,0.02
State,Minnesota,27',2015-10,0.02
State,Mississippi,28',2015-10,0.05
State,Missouri,29',2015-10,0.03
State,Montana,30',2015-10,0.02
State,Nebraska,31',2015-10,0.02
State,Nevada,32',2015-10,0.02
State,New Hampshire,33',2015-10,0.02
State,New Jersey,34',2015-10,0.02
State,New Mexico,35',2015-10,0.03
State,New York,36',2015-10,0.03
State,North Carolina,37',2015-10,0.03
State,North Dakota,38',2015-10,0.01
State,Ohio,39',2015-10,0.03
State,Oklahoma,40',2015-10,0.03
State,Oregon,41',2015-10,0.01
State,Pennsylvania,42',2015-10,0.03
State,Rhode Island,44',2015-10,0.02
State,South Carolina,45',2015-10,0.03
State,South Dakota,46',2015-10,0.01
State,Tennessee,47',2015-10,0.03
State,Texas,48',2015-10,0.03
State,Utah,49',2015-10,0.02
State,Vermont,50',2015-10,0.02
State,Virginia,51',2015-10,0.02
State,Washington,53',2015-10,0.01
State,West Virginia,54',2015-10,0.04
State,Wisconsin,55',2015-10,0.02
State,Wyoming,56',2015-10,0.03
National,United States,-----,2015-11,0.02
State,Alabama,01',2015-11,0.03
State,Alaska,02',2015-11,0.01
State,Arizona,04',2015-11,0.02
State,Arkansas,05',2015-11,0.03
State,California,06',2015-11,0.01
State,Colorado,08',2015-11,0.01
State,Connecticut,09',2015-11,0.02
State,Delaware,10',2015-11,0.03
State,District of Columbia,11',2015-11,0.02
State,Florida,12',2015-11,0.02
State,Georgia,13',2015-11,0.03
State,Hawaii,15',2015-11,0.01
State,Idaho,16',2015-11,0.02
State,Illinois,17',2015-11,0.02
State,Indiana,18',2015-11,0.03
State,Iowa,19',2015-11,0.02
State,Kansas,20',2015-11,0.02
State,Kentucky,21',2015-11,0.02
State,Louisiana,22',2015-11,0.04
State,Maine,23',2015-11,0.03
State,Maryland,24',2015-11,0.03
State,Massachusetts,25',2015-11,0.02
State,Michigan,26',2015-11,0.02
State,Minnesota,27',2015-11,0.01
State,Mississippi,28',2015-11,0.05
State,Missouri,29',2015-11,0.03
State,Montana,30',2015-11,0.02
State,Nebraska,31',2015-11,0.02
State,Nevada,32',2015-11,0.02
State,New Hampshire,33',2015-11,0.02
State,New Jersey,34',2015-11,0.02
State,New Mexico,35',2015-11,0.02
State,New York,36',2015-11,0.02
State,North Carolina,37',2015-11,0.03
State,North Dakota,38',2015-11,0.01
State,Ohio,39',2015-11,0.03
State,Oklahoma,40',2015-11,0.03
State,Oregon,41',2015-11,0.01
State,Pennsylvania,42',2015-11,0.03
State,Rhode Island,44',2015-11,0.02
State,South Carolina,45',2015-11,0.03
State,South Dakota,46',2015-11,0.01
State,Tennessee,47',2015-11,0.03
State,Texas,48',2015-11,0.03
State,Utah,49',2015-11,0.02
State,Vermont,50',2015-11,0.02
State,Virginia,51',2015-11,0.02
State,Washington,53',2015-11,0.01
State,West Virginia,54',2015-11,0.04
State,Wisconsin,55',2015-11,0.01
State,Wyoming,56',2015-11,0.02
National,United States,-----,2015-12,0.02
State,Alabama,01',2015-12,0.04
State,Alaska,02',2015-12,0.02
State,Arizona,04',2015-12,0.02
State,Arkansas,05',2015-12,0.03
State,California,06',2015-12,0.02
State,Colorado,08',2015-12,0.01
State,Connecticut,09',2015-12,0.03
State,Delaware,10',2015-12,0.03
State,District of Columbia,11',2015-12,0.02
State,Florida,12',2015-12,0.03
State,Georgia,13',2015-12,0.03
State,Hawaii,15',2015-12,0.01
State,Idaho,16',2015-12,0.02
State,Illinois,17',2015-12,0.02
State,Indiana,18',2015-12,0.03
State,Iowa,19',2015-12,0.02
State,Kansas,20',2015-12,0.02
State,Kentucky,21',2015-12,0.03
State,Louisiana,22',2015-12,0.04
State,Maine,23',2015-12,0.03
State,Maryland,24',2015-12,0.03
State,Massachusetts,25',2015-12,0.02
State,Michigan,26',2015-12,0.02
State,Minnesota,27',2015-12,0.02
State,Mississippi,28',2015-12,0.05
State,Missouri,29',2015-12,0.03
State,Montana,30',2015-12,0.02
State,Nebraska,31',2015-12,0.02
State,Nevada,32',2015-12,0.02
State,New Hampshire,33',2015-12,0.02
State,New Jersey,34',2015-12,0.02
State,New Mexico,35',2015-12,0.03
State,New York,36',2015-12,0.03
State,North Carolina,37',2015-12,0.03
State,North Dakota,38',2015-12,0.01
State,Ohio,39',2015-12,0.03
State,Oklahoma,40',2015-12,0.03
State,Oregon,41',2015-12,0.01
State,Pennsylvania,42',2015-12,0.03
State,Rhode Island,44',2015-12,0.02
State,South Carolina,45',2015-12,0.03
State,South Dakota,46',2015-12,0.01
State,Tennessee,47',2015-12,0.03
State,Texas,48',2015-12,0.03
State,Utah,49',2015-12,0.02
State,Vermont,50',2015-12,0.02
State,Virginia,51',2015-12,0.02
State,Washington,53',2015-12,0.01
State,West Virginia,54',2015-12,0.04
State,Wisconsin,55',2015-12,0.02
State,Wyoming,56',2015-12,0.02
National,United States,-----,2016-01,0.03
State,Alabama,01',2016-01,0.04
State,Alaska,02',2016-01,0.02
State,Arizona,04',2016-01,0.02
State,Arkansas,05',2016-01,0.03
State,California,06',2016-01,0.02
State,Colorado,08',2016-01,0.02
State,Connecticut,09',2016-01,0.03
State,Delaware,10',2016-01,0.03
State,District of Columbia,11',2016-01,0.02
State,Florida,12',2016-01,0.03
State,Georgia,13',2016-01,0.04
State,Hawaii,15',2016-01,0.01
State,Idaho,16',2016-01,0.02
State,Illinois,17',2016-01,0.02
State,Indiana,18',2016-01,0.03
State,Iowa,19',2016-01,0.02
State,Kansas,20',2016-01,0.02
State,Kentucky,21',2016-01,0.03
State,Louisiana,22',2016-01,0.04
State,Maine,23',2016-01,0.03
State,Maryland,24',2016-01,0.03
State,Massachusetts,25',2016-01,0.02
State,Michigan,26',2016-01,0.03
State,Minnesota,27',2016-01,0.02
State,Mississippi,28',2016-01,0.05
State,Missouri,29',2016-01,0.03
State,Montana,30',2016-01,0.02
State,Nebraska,31',2016-01,0.02
State,Nevada,32',2016-01,0.02
State,New Hampshire,33',2016-01,0.02
State,New Jersey,34',2016-01,0.03
State,New Mexico,35',2016-01,0.03
State,New York,36',2016-01,0.03
State,North Carolina,37',2016-01,0.03
State,North Dakota,38',2016-01,0.01
State,Ohio,39',2016-01,0.03
State,Oklahoma,40',2016-01,0.03
State,Oregon,41',2016-01,0.01
State,Pennsylvania,42',2016-01,0.03
State,Rhode Island,44',2016-01,0.03
State,South Carolina,45',2016-01,0.03
State,South Dakota,46',2016-01,0.02
State,Tennessee,47',2016-01,0.03
State,Texas,48',2016-01,0.03
State,Utah,49',2016-01,0.02
State,Vermont,50',2016-01,0.02
State,Virginia,51',2016-01,0.02
State,Washington,53',2016-01,0.01
State,West Virginia,54',2016-01,0.04
State,Wisconsin,55',2016-01,0.02
State,Wyoming,56',2016-01,0.03
National,United States,-----,2016-02,0.02
State,Alabama,01',2016-02,0.03
State,Alaska,02',2016-02,0.02
State,Arizona,04',2016-02,0.02
State,Arkansas,05',2016-02,0.03
State,California,06',2016-02,0.02
State,Colorado,08',2016-02,0.01
State,Connecticut,09',2016-02,0.02
State,Delaware,10',2016-02,0.03
State,District of Columbia,11',2016-02,0.02
State,Florida,12',2016-02,0.02
State,Georgia,13',2016-02,0.03
State,Hawaii,15',2016-02,0.01
State,Idaho,16',2016-02,0.02
State,Illinois,17',2016-02,0.02
State,Indiana,18',2016-02,0.03
State,Iowa,19',2016-02,0.02
State,Kansas,20',2016-02,0.02
State,Kentucky,21',2016-02,0.02
State,Louisiana,22',2016-02,0.04
State,Maine,23',2016-02,0.02
State,Maryland,24',2016-02,0.03
State,Massachusetts,25',2016-02,0.02
State,Michigan,26',2016-02,0.02
State,Minnesota,27',2016-02,0.01
State,Mississippi,28',2016-02,0.05
State,Missouri,29',2016-02,0.02
State,Montana,30',2016-02,0.02
State,Nebraska,31',2016-02,0.01
State,Nevada,32',2016-02,0.02
State,New Hampshire,33',2016-02,0.02
State,New Jersey,34',2016-02,0.02
State,New Mexico,35',2016-02,0.02
State,New York,36',2016-02,0.02
State,North Carolina,37',2016-02,0.03
State,North Dakota,38',2016-02,0.01
State,Ohio,39',2016-02,0.02
State,Oklahoma,40',2016-02,0.03
State,Oregon,41',2016-02,0.01
State,Pennsylvania,42',2016-02,0.03
State,Rhode Island,44',2016-02,0.02
State,South Carolina,45',2016-02,0.03
State,South Dakota,46',2016-02,0.01
State,Tennessee,47',2016-02,0.03
State,Texas,48',2016-02,0.03
State,Utah,49',2016-02,0.02
State,Vermont,50',2016-02,0.02
State,Virginia,51',2016-02,0.02
State,Washington,53',2016-02,0.01
State,West Virginia,54',2016-02,0.04
State,Wisconsin,55',2016-02,0.01
State,Wyoming,56',2016-02,0.02
National,United States,-----,2016-03,0.02
State,Alabama,01',2016-03,0.03
State,Alaska,02',2016-03,0.02
State,Arizona,04',2016-03,0.02
State,Arkansas,05',2016-03,0.02
State,California,06',2016-03,0.01
State,Colorado,08',2016-03,0.01
State,Connecticut,09',2016-03,0.02
State,Delaware,10',2016-03,0.02
State,District of Columbia,11',2016-03,0.01
State,Florida,12',2016-03,0.02
State,Georgia,13',2016-03,0.03
State,Hawaii,15',2016-03,0.01
State,Idaho,16',2016-03,0.02
State,Illinois,17',2016-03,0.02
State,Indiana,18',2016-03,0.02
State,Iowa,19',2016-03,0.01
State,Kansas,20',2016-03,0.02
State,Kentucky,21',2016-03,0.02
State,Louisiana,22',2016-03,0.03
State,Maine,23',2016-03,0.02
State,Maryland,24',2016-03,0.02
State,Massachusetts,25',2016-03,0.02
State,Michigan,26',2016-03,0.02
State,Minnesota,27',2016-03,0.01
State,Mississippi,28',2016-03,0.04
State,Missouri,29',2016-03,0.02
State,Montana,30',2016-03,0.02
State,Nebraska,31',2016-03,0.01
State,Nevada,32',2016-03,0.02
State,New Hampshire,33',2016-03,0.02
State,New Jersey,34',2016-03,0.02
State,New Mexico,35',2016-03,0.02
State,New York,36',2016-03,0.02
State,North Carolina,37',2016-03,0.03
State,North Dakota,38',2016-03,0.01
State,Ohio,39',2016-03,0.02
State,Oklahoma,40',2016-03,0.03
State,Oregon,41',2016-03,0.01
State,Pennsylvania,42',2016-03,0.03
State,Rhode Island,44',2016-03,0.02
State,South Carolina,45',2016-03,0.03
State,South Dakota,46',2016-03,0.01
State,Tennessee,47',2016-03,0.03
State,Texas,48',2016-03,0.03
State,Utah,49',2016-03,0.02
State,Vermont,50',2016-03,0.01
State,Virginia,51',2016-03,0.02
State,Washington,53',2016-03,0.01
State,West Virginia,54',2016-03,0.03
State,Wisconsin,55',2016-03,0.01
State,Wyoming,56',2016-03,0.02
National,United States,-----,2016-04,0.02
State,Alabama,01',2016-04,0.03
State,Alaska,02',2016-04,0.01
State,Arizona,04',2016-04,0.02
State,Arkansas,05',2016-04,0.02
State,California,06',2016-04,0.01
State,Colorado,08',2016-04,0.01
State,Connecticut,09',2016-04,0.02
State,Delaware,10',2016-04,0.02
State,District of Columbia,11',2016-04,0.01
State,Florida,12',2016-04,0.02
State,Georgia,13',2016-04,0.02
State,Hawaii,15',2016-04,0.01
State,Idaho,16',2016-04,0.02
State,Illinois,17',2016-04,0.02
State,Indiana,18',2016-04,0.02
State,Iowa,19',2016-04,0.01
State,Kansas,20',2016-04,0.01
State,Kentucky,21',2016-04,0.02
State,Louisiana,22',2016-04,0.03
State,Maine,23',2016-04,0.02
State,Maryland,24',2016-04,0.02
State,Massachusetts,25',2016-04,0.02
State,Michigan,26',2016-04,0.02
State,Minnesota,27',2016-04,0.01
State,Mississippi,28',2016-04,0.04
State,Missouri,29',2016-04,0.02
State,Montana,30',2016-04,0.02
State,Nebraska,31',2016-04,0.01
State,Nevada,32',2016-04,0.01
State,New Hampshire,33',2016-04,0.02
State,New Jersey,34',2016-04,0.02
State,New Mexico,35',2016-04,0.02
State,New York,36',2016-04,0.02
State,North Carolina,37',2016-04,0.02
State,North Dakota,38',2016-04,0.01
State,Ohio,39',2016-04,0.02
State,Oklahoma,40',2016-04,0.02
State,Oregon,41',2016-04,0.01
State,Pennsylvania,42',2016-04,0.02
State,Rhode Island,44',2016-04,0.02
State,South Carolina,45',2016-04,0.03
State,South Dakota,46',2016-04,0.01
State,Tennessee,47',2016-04,0.02
State,Texas,48',2016-04,0.03
State,Utah,49',2016-04,0.02
State,Vermont,50',2016-04,0.01
State,Virginia,51',2016-04,0.02
State,Washington,53',2016-04,0.01
State,West Virginia,54',2016-04,0.03
State,Wisconsin,55',2016-04,0.01
State,Wyoming,56',2016-04,0.02
National,United States,-----,2016-05,0.02
State,Alabama,01',2016-05,0.03
State,Alaska,02',2016-05,0.01
State,Arizona,04',2016-05,0.02
State,Arkansas,05',2016-05,0.03
State,California,06',2016-05,0.01
State,Colorado,08',2016-05,0.01
State,Connecticut,09',2016-05,0.02
State,Delaware,10',2016-05,0.02
State,District of Columbia,11',2016-05,0.01
State,Florida,12',2016-05,0.02
State,Georgia,13',2016-05,0.03
State,Hawaii,15',2016-05,0.01
State,Idaho,16',2016-05,0.02
State,Illinois,17',2016-05,0.02
State,Indiana,18',2016-05,0.02
State,Iowa,19',2016-05,0.02
State,Kansas,20',2016-05,0.02
State,Kentucky,21',2016-05,0.02
State,Louisiana,22',2016-05,0.03
State,Maine,23',2016-05,0.02
State,Maryland,24',2016-05,0.02
State,Massachusetts,25',2016-05,0.02
State,Michigan,26',2016-05,0.02
State,Minnesota,27',2016-05,0.01
State,Mississippi,28',2016-05,0.04
State,Missouri,29',2016-05,0.02
State,Montana,30',2016-05,0.02
State,Nebraska,31',2016-05,0.01
State,Nevada,32',2016-05,0.02
State,New Hampshire,33',2016-05,0.02
State,New Jersey,34',2016-05,0.02
State,New Mexico,35',2016-05,0.02
State,New York,36',2016-05,0.02
State,North Carolina,37',2016-05,0.03
State,North Dakota,38',2016-05,0.01
State,Ohio,39',2016-05,0.02
State,Oklahoma,40',2016-05,0.03
State,Oregon,41',2016-05,0.01
State,Pennsylvania,42',2016-05,0.03
State,Rhode Island,44',2016-05,0.02
State,South Carolina,45',2016-05,0.03
State,South Dakota,46',2016-05,0.01
State,Tennessee,47',2016-05,0.03
State,Texas,48',2016-05,0.03
State,Utah,49',2016-05,0.02
State,Vermont,50',2016-05,0.02
State,Virginia,51',2016-05,0.02
State,Washington,53',2016-05,0.01
State,West Virginia,54',2016-05,0.04
State,Wisconsin,55',2016-05,0.01
State,Wyoming,56',2016-05,0.02
National,United States,-----,2016-06,0.02
State,Alabama,01',2016-06,0.03
State,Alaska,02',2016-06,0.01
State,Arizona,04',2016-06,0.02
State,Arkansas,05',2016-06,0.03
State,California,06',2016-06,0.01
State,Colorado,08',2016-06,0.01
State,Connecticut,09',2016-06,0.02
State,Delaware,10',2016-06,0.03
State,District of Columbia,11',2016-06,0.01
State,Florida,12',2016-06,0.02
State,Georgia,13',2016-06,0.03
State,Hawaii,15',2016-06,0.01
State,Idaho,16',2016-06,0.02
State,Illinois,17',2016-06,0.02
State,Indiana,18',2016-06,0.02
State,Iowa,19',2016-06,0.02
State,Kansas,20',2016-06,0.02
State,Kentucky,21',2016-06,0.02
State,Louisiana,22',2016-06,0.03
State,Maine,23',2016-06,0.02
State,Maryland,24',2016-06,0.02
State,Massachusetts,25',2016-06,0.02
State,Michigan,26',2016-06,0.02
State,Minnesota,27',2016-06,0.01
State,Mississippi,28',2016-06,0.04
State,Missouri,29',2016-06,0.02
State,Montana,30',2016-06,0.02
State,Nebraska,31',2016-06,0.01
State,Nevada,32',2016-06,0.01
State,New Hampshire,33',2016-06,0.02
State,New Jersey,34',2016-06,0.02
State,New Mexico,35',2016-06,0.02
State,New York,36',2016-06,0.02
State,North Carolina,37',2016-06,0.03
State,North Dakota,38',2016-06,0.01
State,Ohio,39',2016-06,0.02
State,Oklahoma,40',2016-06,0.03
State,Oregon,41',2016-06,0.01
State,Pennsylvania,42',2016-06,0.03
State,Rhode Island,44',2016-06,0.02
State,South Carolina,45',2016-06,0.03
State,South Dakota,46',2016-06,0.01
State,Tennessee,47',2016-06,0.03
State,Texas,48',2016-06,0.03
State,Utah,49',2016-06,0.02
State,Vermont,50',2016-06,0.02
State,Virginia,51',2016-06,0.02
State,Washington,53',2016-06,0.01
State,West Virginia,54',2016-06,0.04
State,Wisconsin,55',2016-06,0.01
State,Wyoming,56',2016-06,0.02
National,United States,-----,2016-07,0.02
State,Alabama,01',2016-07,0.03
State,Alaska,02',2016-07,0.02
State,Arizona,04',2016-07,0.02
State,Arkansas,05',2016-07,0.03
State,California,06',2016-07,0.01
State,Colorado,08',2016-07,0.01
State,Connecticut,09',2016-07,0.02
State,Delaware,10',2016-07,0.03
State,District of Columbia,11',2016-07,0.02
State,Florida,12',2016-07,0.02
State,Georgia,13',2016-07,0.03
State,Hawaii,15',2016-07,0.01
State,Idaho,16',2016-07,0.02
State,Illinois,17',2016-07,0.02
State,Indiana,18',2016-07,0.03
State,Iowa,19',2016-07,0.02
State,Kansas,20',2016-07,0.02
State,Kentucky,21',2016-07,0.03
State,Louisiana,22',2016-07,0.04
State,Maine,23',2016-07,0.02
State,Maryland,24',2016-07,0.03
State,Massachusetts,25',2016-07,0.02
State,Michigan,26',2016-07,0.02
State,Minnesota,27',2016-07,0.02
State,Mississippi,28',2016-07,0.05
State,Missouri,29',2016-07,0.02
State,Montana,30',2016-07,0.02
State,Nebraska,31',2016-07,0.02
State,Nevada,32',2016-07,0.02
State,New Hampshire,33',2016-07,0.02
State,New Jersey,34',2016-07,0.02
State,New Mexico,35',2016-07,0.02
State,New York,36',2016-07,0.02
State,North Carolina,37',2016-07,0.03
State,North Dakota,38',2016-07,0.01
State,Ohio,39',2016-07,0.02
State,Oklahoma,40',2016-07,0.03
State,Oregon,41',2016-07,0.01
State,Pennsylvania,42',2016-07,0.03
State,Rhode Island,44',2016-07,0.02
State,South Carolina,45',2016-07,0.03
State,South Dakota,46',2016-07,0.02
State,Tennessee,47',2016-07,0.03
State,Texas,48',2016-07,0.03
State,Utah,49',2016-07,0.02
State,Vermont,50',2016-07,0.02
State,Virginia,51',2016-07,0.02
State,Washington,53',2016-07,0.01
State,West Virginia,54',2016-07,0.04
State,Wisconsin,55',2016-07,0.01
State,Wyoming,56',2016-07,0.02
National,United States,-----,2016-08,0.02
State,Alabama,01',2016-08,0.03
State,Alaska,02',2016-08,0.02
State,Arizona,04',2016-08,0.02
State,Arkansas,05',2016-08,0.03
State,California,06',2016-08,0.01
State,Colorado,08',2016-08,0.01
State,Connecticut,09',2016-08,0.02
State,Delaware,10',2016-08,0.02
State,District of Columbia,11',2016-08,0.02
State,Florida,12',2016-08,0.02
State,Georgia,13',2016-08,0.03
State,Hawaii,15',2016-08,0.01
State,Idaho,16',2016-08,0.02
State,Illinois,17',2016-08,0.02
State,Indiana,18',2016-08,0.03
State,Iowa,19',2016-08,0.02
State,Kansas,20',2016-08,0.02
State,Kentucky,21',2016-08,0.03
State,Louisiana,22',2016-08,0.04
State,Maine,23',2016-08,0.02
State,Maryland,24',2016-08,0.03
State,Massachusetts,25',2016-08,0.02
State,Michigan,26',2016-08,0.02
State,Minnesota,27',2016-08,0.02
State,Mississippi,28',2016-08,0.05
State,Missouri,29',2016-08,0.02
State,Montana,30',2016-08,0.02
State,Nebraska,31',2016-08,0.02
State,Nevada,32',2016-08,0.02
State,New Hampshire,33',2016-08,0.02
State,New Jersey,34',2016-08,0.02
State,New Mexico,35',2016-08,0.02
State,New York,36',2016-08,0.02
State,North Carolina,37',2016-08,0.03
State,North Dakota,38',2016-08,0.01
State,Ohio,39',2016-08,0.02
State,Oklahoma,40',2016-08,0.03
State,Oregon,41',2016-08,0.01
State,Pennsylvania,42',2016-08,0.03
State,Rhode Island,44',2016-08,0.03
State,South Carolina,45',2016-08,0.03
State,South Dakota,46',2016-08,0.02
State,Tennessee,47',2016-08,0.03
State,Texas,48',2016-08,0.03
State,Utah,49',2016-08,0.02
State,Vermont,50',2016-08,0.02
State,Virginia,51',2016-08,0.02
State,Washington,53',2016-08,0.01
State,West Virginia,54',2016-08,0.04
State,Wisconsin,55',2016-08,0.02
State,Wyoming,56',2016-08,0.02
National,United States,-----,2016-09,0.02
State,Alabama,01',2016-09,0.03
State,Alaska,02',2016-09,0.02
State,Arizona,04',2016-09,0.02
State,Arkansas,05',2016-09,0.03
State,California,06',2016-09,0.01
State,Colorado,08',2016-09,0.01
State,Connecticut,09',2016-09,0.02
State,Delaware,10',2016-09,0.03
State,District of Columbia,11',2016-09,0.02
State,Florida,12',2016-09,0.02
State,Georgia,13',2016-09,0.03
State,Hawaii,15',2016-09,0.01
State,Idaho,16',2016-09,0.02
State,Illinois,17',2016-09,0.02
State,Indiana,18',2016-09,0.03
State,Iowa,19',2016-09,0.02
State,Kansas,20',2016-09,0.02
State,Kentucky,21',2016-09,0.02
State,Louisiana,22',2016-09,0.04
State,Maine,23',2016-09,0.02
State,Maryland,24',2016-09,0.03
State,Massachusetts,25',2016-09,0.02
State,Michigan,26',2016-09,0.02
State,Minnesota,27',2016-09,0.01
State,Mississippi,28',2016-09,0.04
State,Missouri,29',2016-09,0.02
State,Montana,30',2016-09,0.02
State,Nebraska,31',2016-09,0.02
State,Nevada,32',2016-09,0.02
State,New Hampshire,33',2016-09,0.02
State,New Jersey,34',2016-09,0.02
State,New Mexico,35',2016-09,0.02
State,New York,36',2016-09,0.02
State,North Carolina,37',2016-09,0.03
State,North Dakota,38',2016-09,0.01
State,Ohio,39',2016-09,0.02
State,Oklahoma,40',2016-09,0.03
State,Oregon,41',2016-09,0.01
State,Pennsylvania,42',2016-09,0.03
State,Rhode Island,44',2016-09,0.02
State,South Carolina,45',2016-09,0.03
State,South Dakota,46',2016-09,0.02
State,Tennessee,47',2016-09,0.03
State,Texas,48',2016-09,0.03
State,Utah,49',2016-09,0.02
State,Vermont,50',2016-09,0.02
State,Virginia,51',2016-09,0.02
State,Washington,53',2016-09,0.01
State,West Virginia,54',2016-09,0.04
State,Wisconsin,55',2016-09,0.01
State,Wyoming,56',2016-09,0.03
National,United States,-----,2016-10,0.02
State,Alabama,01',2016-10,0.04
State,Alaska,02',2016-10,0.02
State,Arizona,04',2016-10,0.02
State,Arkansas,05',2016-10,0.03
State,California,06',2016-10,0.01
State,Colorado,08',2016-10,0.01
State,Connecticut,09',2016-10,0.03
State,Delaware,10',2016-10,0.03
State,District of Columbia,11',2016-10,0.01
State,Florida,12',2016-10,0.02
State,Georgia,13',2016-10,0.03
State,Hawaii,15',2016-10,0.01
State,Idaho,16',2016-10,0.02
State,Illinois,17',2016-10,0.02
State,Indiana,18',2016-10,0.03
State,Iowa,19',2016-10,0.02
State,Kansas,20',2016-10,0.02
State,Kentucky,21',2016-10,0.03
State,Louisiana,22',2016-10,0.04
State,Maine,23',2016-10,0.02
State,Maryland,24',2016-10,0.03
State,Massachusetts,25',2016-10,0.02
State,Michigan,26',2016-10,0.02
State,Minnesota,27',2016-10,0.01
State,Mississippi,28',2016-10,0.05
State,Missouri,29',2016-10,0.02
State,Montana,30',2016-10,0.02
State,Nebraska,31',2016-10,0.01
State,Nevada,32',2016-10,0.02
State,New Hampshire,33',2016-10,0.02
State,New Jersey,34',2016-10,0.02
State,New Mexico,35',2016-10,0.02
State,New York,36',2016-10,0.02
State,North Carolina,37',2016-10,0.03
State,North Dakota,38',2016-10,0.01
State,Ohio,39',2016-10,0.02
State,Oklahoma,40',2016-10,0.03
State,Oregon,41',2016-10,0.01
State,Pennsylvania,42',2016-10,0.03
State,Rhode Island,44',2016-10,0.03
State,South Carolina,45',2016-10,0.03
State,South Dakota,46',2016-10,0.02
State,Tennessee,47',2016-10,0.03
State,Texas,48',2016-10,0.03
State,Utah,49',2016-10,0.02
State,Vermont,50',2016-10,0.02
State,Virginia,51',2016-10,0.02
State,Washington,53',2016-10,0.01
State,West Virginia,54',2016-10,0.04
State,Wisconsin,55',2016-10,0.01
State,Wyoming,56',2016-10,0.03
National,United States,-----,2016-11,0.02
State,Alabama,01',2016-11,0.03
State,Alaska,02',2016-11,0.01
State,Arizona,04',2016-11,0.02
State,Arkansas,05',2016-11,0.03
State,California,06',2016-11,0.01
State,Colorado,08',2016-11,0.01
State,Connecticut,09',2016-11,0.02
State,Delaware,10',2016-11,0.03
State,District of Columbia,11',2016-11,0.02
State,Florida,12',2016-11,0.02
State,Georgia,13',2016-11,0.03
State,Hawaii,15',2016-11,0.01
State,Idaho,16',2016-11,0.02
State,Illinois,17',2016-11,0.02
State,Indiana,18',2016-11,0.03
State,Iowa,19',2016-11,0.02
State,Kansas,20',2016-11,0.02
State,Kentucky,21',2016-11,0.02
State,Louisiana,22',2016-11,0.03
State,Maine,23',2016-11,0.02
State,Maryland,24',2016-11,0.02
State,Massachusetts,25',2016-11,0.02
State,Michigan,26',2016-11,0.02
State,Minnesota,27',2016-11,0.01
State,Mississippi,28',2016-11,0.05
State,Missouri,29',2016-11,0.02
State,Montana,30',2016-11,0.02
State,Nebraska,31',2016-11,0.01
State,Nevada,32',2016-11,0.02
State,New Hampshire,33',2016-11,0.02
State,New Jersey,34',2016-11,0.02
State,New Mexico,35',2016-11,0.02
State,New York,36',2016-11,0.02
State,North Carolina,37',2016-11,0.03
State,North Dakota,38',2016-11,0.01
State,Ohio,39',2016-11,0.02
State,Oklahoma,40',2016-11,0.03
State,Oregon,41',2016-11,0.01
State,Pennsylvania,42',2016-11,0.03
State,Rhode Island,44',2016-11,0.02
State,South Carolina,45',2016-11,0.03
State,South Dakota,46',2016-11,0.02
State,Tennessee,47',2016-11,0.03
State,Texas,48',2016-11,0.03
State,Utah,49',2016-11,0.02
State,Vermont,50',2016-11,0.01
State,Virginia,51',2016-11,0.02
State,Washington,53',2016-11,0.01
State,West Virginia,54',2016-11,0.03
State,Wisconsin,55',2016-11,0.01
State,Wyoming,56',2016-11,0.02
National,United States,-----,2016-12,0.02
State,Alabama,01',2016-12,0.04
State,Alaska,02',2016-12,0.01
State,Arizona,04',2016-12,0.02
State,Arkansas,05',2016-12,0.03
State,California,06',2016-12,0.01
State,Colorado,08',2016-12,0.01
State,Connecticut,09',2016-12,0.03
State,Delaware,10',2016-12,0.03
State,District of Columbia,11',2016-12,0.01
State,Florida,12',2016-12,0.02
State,Georgia,13',2016-12,0.03
State,Hawaii,15',2016-12,0.01
State,Idaho,16',2016-12,0.02
